,Unnamed: 0,TimeStamp,POS_X,POS_Y,POS_Z,Q_W,Q_X,Q_Y,Q_Z,IMU_LAX,IMU_LAY,IMU_LAZ,IMU_AVX,IMU_AVY,IMU_AVZ,ImageFile,DepthFile,SegFile
232,232,1542101415675,1.162384,0.936646,-0.038781,0.997877,0.0,-0.0,-0.065121,-0.597159,0.661621,-9.805103,-0.000118,0.000207,-2.441145,img_0_0_1542101415930077400.png,img_0_3_1542101415935012800.png,img_0_5_1542101415936843900.png
233,233,1542101416675,1.334256,0.689242,-0.038781,0.892984,0.0,-0.0,-0.450089,-0.00544,0.003607,-9.814457,-0.000233,-5.1e-05,0.550751,img_0_0_1542101416954984400.png,img_0_3_1542101416957331100.png,img_0_5_1542101416962182800.png
234,234,1542101437675,-1.600047,-1.875109,-0.038781,0.517487,0.0,-0.0,-0.855691,-0.000898,-0.0007160000000000001,-9.803825,-6.7e-05,-0.00023,-0.007519,img_0_0_1542101437816441400.png,img_0_3_1542101437821095700.png,img_0_5_1542101437822663600.png
235,235,1542101450675,-1.971483,-3.333097,-0.038781,0.999121,-0.0,0.0,0.041923,0.634694,-0.150731,-9.807794,9.3e-05,-0.000262,0.6406470000000001,img_0_0_1542101450927234600.png,img_0_3_1542101450928704900.png,img_0_5_1542101450929694900.png
236,236,1542101463675,-0.189691,-3.327399,-0.038781,0.998501,0.0,-0.0,-0.05473,0.898314,-0.035288,-9.810666,1.2e-05,6.500000000000001e-05,0.236801,img_0_0_1542101464104950800.png,img_0_3_1542101464107420300.png,img_0_5_1542101464109339300.png
237,237,1542101469675,1.605916,-3.548536,-0.038781,0.998124,0.0,-0.0,-0.061229999999999986,-0.003273,-0.004813,-9.796383,-9e-06,-2.7e-05,-7.6e-05,img_0_0_1542101470056981100.png,img_0_3_1542101470058477500.png,img_0_5_1542101470059455200.png
238,238,1542101482675,1.969459,-2.465599,-0.038781,0.899708,0.0,-0.0,-0.436493,-0.003156,0.007245999999999998,-9.803452,-0.00028,8.6e-05,0.744576,img_0_0_1542101482911410900.png,img_0_3_1542101482915713100.png,img_0_5_1542101482919453900.png
239,239,1542101524675,0.135715,-0.8790459999999999,-0.038781,0.991852,0.0,-0.0,-0.127396,-0.006640000000000001,-0.002501,-9.804863,0.000212,-0.000273,-0.00015800000000000002,img_0_0_1542101524904634600.png,img_0_3_1542101524905931100.png,img_0_5_1542101524906891300.png
240,240,1542101526675,0.71931,-1.031476,-0.038781,0.991852,0.0,-0.0,-0.127396,0.001141,0.003,-9.801123,0.000226,-9e-06,-0.000114,img_0_0_1542101527025708400.png,img_0_3_1542101527027999000.png,img_0_5_1542101527029889300.png
241,241,1542101530675,1.686135,-1.425677,-0.038781,0.903404,0.0,-0.0,-0.42879,-0.4626020000000001,0.028734,-9.806781,1e-05,-8.8e-05,0.353476,img_0_0_1542101530966682800.png,img_0_3_1542101530968042500.png,img_0_5_1542101530969124600.png
242,242,1542101591675,-0.28672,-0.828161,-0.038781,0.207316,0.0,-0.0,-0.978274,-0.005225,-0.0033090000000000003,-9.806069,3.4e-05,0.000172,0.0006889999999999999,img_0_0_1542101591778103100.png,img_0_3_1542101591779653600.png,img_0_5_1542101591780719600.png
243,243,1542101604675,-2.621348,-3.49287,-0.038781,0.395889,0.0,-0.0,-0.918298,0.224565,-0.182383,-9.810473,5.1e-05,-1.2e-05,0.511073,img_0_0_1542101604872517900.png,img_0_3_1542101604873982900.png,img_0_5_1542101604875778000.png
244,244,1542101610675,-2.97454,-3.5714019999999995,-0.038781,0.991578,-0.0,0.0,0.12951,-0.6295930000000001,0.003946,-9.81229,0.000146,-2.9e-05,0.03062,img_0_0_1542101610927868000.png,img_0_3_1542101610929338200.png,img_0_5_1542101610930295900.png
245,245,1542101611675,-2.68499,-3.50702,-0.038781,0.993941,-0.0,0.0,0.109912,-0.008348999999999999,0.003709000000000001,-9.803737,-6.8e-05,6.2e-05,0.026442,img_0_0_1542101612044511500.png,img_0_3_1542101612047107600.png,img_0_5_1542101612049033700.png
246,246,1542101628675,-2.42205,-1.984818,-0.038781,0.392543,-0.0,0.0,0.919733,0.0033810000000000003,-0.002163,-9.802763,-5.400000000000001e-05,0.000153,0.000186,img_0_0_1542101628911419200.png,img_0_3_1542101628914153900.png,img_0_5_1542101628916024600.png
247,247,1542101643675,0.38364,-3.499324,-0.038781,0.987248,0.0,-0.0,-0.15919,-0.006237,0.002909,-9.805099,0.000101,-6.2e-05,-8.499999999999999e-05,img_0_0_1542101643912852400.png,img_0_3_1542101643917930700.png,img_0_5_1542101643919866600.png
248,248,1542101649675,1.782014,-3.489877,-0.038781,0.921897,-0.0,0.0,0.387436,-0.004034,-0.0017460000000000002,-9.803764,6.8e-05,0.000155,-0.061896000000000014,img_0_0_1542101649829970400.png,img_0_3_1542101649833974400.png,img_0_5_1542101649836036300.png
249,249,1542101653675,1.711063,-2.880358,-0.038781,0.688185,-0.0,0.0,0.725535,0.001791,-0.005381,-9.80902,3.5e-05,4e-05,-0.013543,img_0_0_1542101653926186900.png,img_0_3_1542101653928509000.png,img_0_5_1542101653930408400.png
250,250,1542101674675,-1.863984,-1.757014,-0.038781,0.25946,0.0,-0.0,-0.965754,-0.00629,-0.002826,-9.806787,-9.2e-05,7.8e-05,0.17080399999999998,img_0_0_1542101674950701800.png,img_0_3_1542101674952023500.png,img_0_5_1542101674952982200.png
251,251,1542101682675,-2.183703,-1.855803,-0.038781,0.895481,0.0,-0.0,-0.445099,0.002036,0.006978,-9.810243,-6.9e-05,0.000234,0.07881,img_0_0_1542101683026846000.png,img_0_3_1542101683028307500.png,img_0_5_1542101683031844200.png
252,252,1542101684675,-1.909179,-2.150394,-0.038781,0.947832,0.0,-0.0,-0.318771,0.890651,-0.17356400000000002,-9.804319,-4.6e-05,1.3e-05,1.222129,img_0_0_1542101685035700600.png,img_0_3_1542101685037229500.png,img_0_5_1542101685038327400.png
253,253,1542101689675,-0.8212950000000001,-3.092916,-0.038781,0.936962,0.0,-0.0,-0.349431,-0.02093,0.006077,-9.805964,3.7e-05,-1.7e-05,-3.7e-05,img_0_0_1542101690052421900.png,img_0_3_1542101690053873100.png,img_0_5_1542101690054940200.png
254,254,1542101691675,-0.318079,-3.113363,-0.038781,0.999767,0.0,-0.0,-0.021571,-0.00217,-0.006585,-9.811237,0.000188,4.9e-05,-0.048249,img_0_0_1542101691792948600.png,img_0_3_1542101691797392600.png,img_0_5_1542101691798539000.png
255,255,1542101718675,-1.303761,-1.299444,-0.038781,0.244973,0.0,-0.0,-0.96953,-0.186284,0.000848,-9.805823,4.6e-05,0.000151,-0.000203,img_0_0_1542101719014671600.png,img_0_3_1542101719019035400.png,img_0_5_1542101719022718200.png
256,256,1542101722675,-2.131912,-1.867947,-0.038781,0.990195,0.0,-0.0,-0.139692,0.117502,0.8944629999999999,-9.804134,0.000115,4.3e-05,-5.079837,img_0_0_1542101722971721200.png,img_0_3_1542101722973194400.png,img_0_5_1542101722974245200.png
257,257,1542101724675,-2.500155,-1.703477,-0.038781,0.989111,-0.0,0.0,0.147172,0.230579,-0.861808,-9.809345,-1.2e-05,-6.3e-05,5.37585,img_0_0_1542101724936916900.png,img_0_3_1542101724939319600.png,img_0_5_1542101724940277800.png
258,258,1542101744675,1.933263,-3.688893,-0.038781,0.994336,0.0,-0.0,-0.106281,-0.006856,-0.00238,-9.810759,0.000213,0.000152,3.2e-05,img_0_0_1542101744805057200.png,img_0_3_1542101744806504700.png,img_0_5_1542101744807498400.png
259,259,1542101746675,2.3229900000000003,-3.773168,-0.038781,0.999934,0.0,-0.0,-0.011462,-0.876237,0.12736,-9.807361,-7.4e-05,-0.000214,-0.425886,img_0_0_1542101746786721300.png,img_0_3_1542101746788207500.png,img_0_5_1542101746792040800.png
260,260,1542101754675,1.718448,-1.930878,-0.038781,0.6515529999999999,-0.0,0.0,0.758603,-0.007414,-0.0047090000000000005,-9.805428,1.2e-05,-0.000109,3e-05,img_0_0_1542101754831267900.png,img_0_3_1542101754832797700.png,img_0_5_1542101754833900900.png
261,261,1542101762675,0.5385939999999999,-0.506073,-0.038781,0.995853,-0.0,0.0,0.09098,0.002357,-0.004607,-9.80036,-8.4e-05,-0.000132,1.665801,img_0_0_1542101762932505300.png,img_0_3_1542101762934878100.png,img_0_5_1542101762937132800.png
262,262,1542101770675,-0.133686,-0.475987,-0.038781,0.30228,0.0,-0.0,-0.953219,-0.000996,7.900000000000001e-05,-9.802596,7.099999999999999e-05,-0.000244,0.000781,img_0_0_1542101770987494900.png,img_0_3_1542101770992403200.png,img_0_5_1542101770994378600.png
263,263,1542101784675,-2.368179,-2.426415,-0.038781,0.998235,-0.0,0.0,0.059391,-0.000849,0.007473,-9.804615,-2.7e-05,0.000108,0.019793,img_0_0_1542101784910703100.png,img_0_3_1542101784913834700.png,img_0_5_1542101784916561300.png
264,264,1542101790675,-2.406374,-1.7899169999999998,-0.038781,0.963367,-0.0,0.0,0.26818600000000004,0.003163,0.003681,-9.803363,0.000275,7.3e-05,1.7155080000000005,img_0_0_1542101790854209800.png,img_0_3_1542101790856978500.png,img_0_5_1542101790859161700.png
265,265,1542101802675,0.001196,-0.810705,-0.038781,0.988767,-0.0,0.0,0.14946800000000002,0.00505,0.001401,-9.799052,2.7e-05,0.000267,-0.000886,img_0_0_1542101802930187900.png,img_0_3_1542101802931752200.png,img_0_5_1542101802932726800.png
266,266,1542101803675,0.290517,-0.721175,-0.038781,0.988764,-0.0,0.0,0.14948699999999998,-0.000687,0.00613,-9.809103,-9.1e-05,-8.4e-05,7.8e-05,img_0_0_1542101803960430400.png,img_0_3_1542101803962088200.png,img_0_5_1542101803963241300.png
267,267,1542101834675,1.628625,-1.946916,-0.038781,0.707281,0.0,-0.0,-0.706932,-0.001467,-0.003146,-9.808923,-0.000133,-0.000116,0.007833,img_0_0_1542101834902406200.png,img_0_3_1542101834904763600.png,img_0_5_1542101834906625600.png
268,268,1542101860675,-2.696868,-2.316088,-0.038781,0.7498130000000001,-0.0,0.0,0.66165,0.7606689999999999,0.492686,-9.805308,-5.3e-05,-2.3e-05,-3.4669730000000003,img_0_0_1542101861046058400.png,img_0_3_1542101861048659500.png,img_0_5_1542101861050703900.png
269,269,1542101866675,-2.812789,-0.515729,-0.038781,0.684012,-0.0,0.0,0.729471,-0.000963,0.003571,-9.806914,1e-05,0.00012,0.000215,img_0_0_1542101866974997700.png,img_0_3_1542101866976555800.png,img_0_5_1542101866977521700.png
270,270,1542101872675,-2.237845,-0.917178,-0.038781,0.8683139999999999,0.0,-0.0,-0.496014,-0.002415,0.002848,-9.803627,-0.000146,-0.00014099999999999998,0.008795,img_0_0_1542101872985517900.png,img_0_3_1542101872988063500.png,img_0_5_1542101872990110000.png
271,271,1542101887675,-0.955668,-3.142967,-0.038781,0.250256,-0.0,0.0,0.96818,-0.0071,-0.002024,-9.809121,-2.5e-05,9.4e-05,-0.642976,img_0_0_1542101888074018400.png,img_0_3_1542101888076305000.png,img_0_5_1542101888078208500.png
272,272,1542101890675,-1.488191,-2.868861,-0.038781,0.905119,-0.0,0.0,0.425159,0.002149,0.003471,-9.804179,0.000216,4.6e-05,-0.176081,img_0_0_1542101891003295600.png,img_0_3_1542101891005044300.png,img_0_5_1542101891006570000.png
273,273,1542101903675,0.991471,-2.701508,-0.038781,0.974939,-0.0,0.0,0.22247,-0.00169,-0.005215999999999999,-9.806998,-0.000172,-3.3e-05,-0.000299,img_0_0_1542101903784770000.png,img_0_3_1542101903786205700.png,img_0_5_1542101903787186500.png
274,274,1542101904675,1.26101,-2.571732,-0.038781,0.974937,-0.0,0.0,0.22248,-0.001037,-0.001236,-9.81407,8.6e-05,0.000171,0.000201,img_0_0_1542101904851170700.png,img_0_3_1542101904853508600.png,img_0_5_1542101904855465100.png
275,275,1542101907675,1.770375,-2.077515,-0.038781,0.984725,-0.0,0.0,0.174118,-0.005604,-0.009542,-9.805125,-2.1e-05,0.000273,-0.074098,img_0_0_1542101907930683400.png,img_0_3_1542101907933016200.png,img_0_5_1542101907935058000.png
276,276,1542101937675,0.03399,0.5373859999999999,-0.038781,0.998334,-0.0,0.0,0.057698,0.00074,0.001873,-9.806025,4.1e-05,-1.4e-05,-0.00015800000000000002,img_0_0_1542101937889003200.png,img_0_3_1542101937890462600.png,img_0_5_1542101937891461400.png
277,277,1542101956675,2.280606,-3.005388,-0.038781,0.999764,0.0,-0.0,-0.021743,-0.002891,-0.001719,-9.808507,-0.000147,-0.000344,-0.782694,img_0_0_1542101956916500600.png,img_0_3_1542101956921875600.png,img_0_5_1542101956924219700.png
278,278,1542101962675,2.160815,-2.936057,-0.038781,0.748095,0.0,-0.0,-0.6635909999999999,-0.00744,-0.005944,-9.80596,-0.000154,-0.000244,0.236233,img_0_0_1542101962953581000.png,img_0_3_1542101962957680600.png,img_0_5_1542101962959097900.png
279,279,1542101964675,1.803483,-3.119832,-0.038781,0.24955,0.0,-0.0,-0.968362,-0.005865,0.004386,-9.807151,6.3e-05,1.9e-05,0.543719,img_0_0_1542101965020924600.png,img_0_3_1542101965025087400.png,img_0_5_1542101965026419900.png
280,280,1542101980675,1.655037,-0.496381,-0.038781,0.174752,-0.0,0.0,0.984612,-0.001897,-0.004598,-9.803543,0.000126,0.000214,-0.205217,img_0_0_1542101980913806400.png,img_0_3_1542101980916148500.png,img_0_5_1542101980918077800.png
281,281,1542101983675,0.802103,-0.194764,-0.038781,0.16913399999999998,-0.0,0.0,0.985593,-0.003514,0.004835,-9.80373,-3.7e-05,4.8e-05,0.0001,img_0_0_1542101983913984300.png,img_0_3_1542101983917649600.png,img_0_5_1542101983921152900.png
282,282,1542102007675,1.469725,-2.705518,-0.038781,0.55066,0.0,-0.0,-0.83473,0.002493,-0.006444,-9.807238,-0.000232,2.9e-05,0.090794,img_0_0_1542102007806992600.png,img_0_3_1542102007808458700.png,img_0_5_1542102007809385600.png
283,283,1542102015675,0.381409,-3.150178,-0.038781,0.037665,0.0,-0.0,-0.99929,0.002762,-0.010045,-9.805971,6.500000000000001e-05,-3e-06,2.8000000000000006e-05,img_0_0_1542102015919296500.png,img_0_3_1542102015924307100.png,img_0_5_1542102015926253300.png
284,284,1542102016675,0.079816,-3.172944,-0.038781,0.037662,0.0,-0.0,-0.999291,0.007369,9.7e-05,-9.800479,-0.000185,-1e-05,-0.000174,img_0_0_1542102017039174600.png,img_0_3_1542102017041718700.png,img_0_5_1542102017046154500.png
285,285,1542102018675,-0.521108,-3.2183040000000003,-0.038781,0.037662,0.0,-0.0,-0.999291,-0.004393,0.00042,-9.807997,-7.4e-05,8.6e-05,-0.00014099999999999998,img_0_0_1542102018938131100.png,img_0_3_1542102018940057200.png,img_0_5_1542102018941038600.png
286,286,1542102019675,-0.821692,-3.240993,-0.038781,0.037662,0.0,-0.0,-0.999291,-0.0031620000000000003,-0.003025,-9.806767,-6.500000000000001e-05,0.000151,8.4e-05,img_0_0_1542102019844604100.png,img_0_3_1542102019847776400.png,img_0_5_1542102019850236100.png
287,287,1542102023675,-2.018881,-3.331361,-0.038781,0.037661,0.0,-0.0,-0.999291,-0.006572,0.006093,-9.811451,0.000119,0.00028700000000000004,-0.000279,img_0_0_1542102023786327500.png,img_0_3_1542102023787975100.png,img_0_5_1542102023791472700.png
288,288,1542102024675,-2.263188,-3.379606,-0.038781,0.138942,0.0,-0.0,-0.9903,-0.369507,-0.004761,-9.803805,6.2e-05,8e-06,2.5e-05,img_0_0_1542102024796836400.png,img_0_3_1542102024798230500.png,img_0_5_1542102024799167700.png
289,289,1542102036675,-1.516224,-2.2318990000000003,-0.038781,0.779141,-0.0,0.0,0.626849,-0.007037000000000002,-0.001076,-9.806532,0.000144,0.000133,-5.400000000000001e-05,img_0_0_1542102036893542800.png,img_0_3_1542102036895215500.png,img_0_5_1542102036896232400.png
290,290,1542102049675,-1.320208,-1.4392969999999998,-0.038781,0.664697,0.0,-0.0,-0.747113,-0.054204,0.002409,-9.810264,5.400000000000001e-05,0.000136,0.00013700000000000002,img_0_0_1542102050005572800.png,img_0_3_1542102050007023000.png,img_0_5_1542102050007990400.png
291,291,1542102052675,-1.321215,-2.237705,-0.038781,0.706654,0.0,-0.0,-0.707559,-0.0017460000000000002,0.001575,-9.814399,-6.9e-05,-3.1e-05,-0.000346,img_0_0_1542102052799140400.png,img_0_3_1542102052801526200.png,img_0_5_1542102052803394200.png
292,292,1542102053675,-1.289975,-2.436988,-0.038781,0.778604,0.0,-0.0,-0.6275149999999999,-0.74597,-0.0064730000000000005,-9.796954,0.000123,1.9e-05,4.3e-05,img_0_0_1542102053919733500.png,img_0_3_1542102053924830400.png,img_0_5_1542102053926749900.png
293,293,1542102069675,1.6408220000000002,-2.243662,-0.038781,0.8219059999999999,-0.0,0.0,0.569623,-0.4296140000000001,-0.013876,-9.798076,-0.00014,0.000235,-0.217333,img_0_0_1542102069783612300.png,img_0_3_1542102069785039300.png,img_0_5_1542102069786610200.png
294,294,1542102084675,1.15077,1.198276,-0.038781,0.26647,-0.0,0.0,0.963843,-0.003739,-0.002072,-9.808924,2e-05,7.5e-05,-0.006248,img_0_0_1542102084952098500.png,img_0_3_1542102084954523900.png,img_0_5_1542102084959324100.png
295,295,1542102086675,1.483603,0.972429,-0.038781,0.957378,0.0,-0.0,-0.28884,-0.001228,0.003612,-9.802652,0.000272,8.7e-05,0.188681,img_0_0_1542102086992880700.png,img_0_3_1542102086995746100.png,img_0_5_1542102086999264300.png
296,296,1542102097675,1.498425,-0.6054649999999999,-0.038781,0.766131,0.0,-0.0,-0.6426850000000001,0.001117,-0.0062450000000000006,-9.801972,0.00019,-4.8e-05,-1.5e-05,img_0_0_1542102097795987100.png,img_0_3_1542102097797259500.png,img_0_5_1542102097798203800.png
297,297,1542102101675,1.628596,-1.743741,-0.038781,0.707874,0.0,-0.0,-0.706339,-0.006321,-0.008302,-9.80741,0.000261,-1.2e-05,0.038192,img_0_0_1542102101904393500.png,img_0_3_1542102101907036300.png,img_0_5_1542102101908994800.png
298,298,1542102146675,-0.760157,-0.030672,-0.038781,0.999409,-0.0,0.0,0.03438,0.0033880000000000004,0.0007379999999999999,-9.808547,-0.000206,0.000121,-0.005347,img_0_0_1542102146778196700.png,img_0_3_1542102146779693100.png,img_0_5_1542102146780926300.png
299,299,1542102156675,2.241253,0.176948,-0.038781,0.999404,-0.0,0.0,0.034526,0.005227000000000001,0.005081,-9.804745,0.00022200000000000006,-0.000244,-0.000166,img_0_0_1542102156771850200.png,img_0_3_1542102156773325000.png,img_0_5_1542102156774309900.png
300,300,1542102166675,2.107075,-1.387196,-0.038781,0.99546,0.0,-0.0,-0.095177,-0.373101,0.818194,-9.807652,0.00022,-0.000171,-3.431429,img_0_0_1542102166870430300.png,img_0_3_1542102166872164700.png,img_0_5_1542102166873148100.png
301,301,1542102178675,-0.453942,-1.088188,-0.038781,0.998506,-0.0,0.0,0.054641,-0.000364,-0.00093,-9.811782,2.2e-05,0.0002,2.008046,img_0_0_1542102178923420800.png,img_0_3_1542102178924716300.png,img_0_5_1542102178926909700.png
302,302,1542102197675,1.628652,-2.043331,-0.038781,0.707154,0.0,-0.0,-0.70706,0.004668,0.000769,-9.799475,-9.7e-05,-0.000107,0.002486,img_0_0_1542102197971682500.png,img_0_3_1542102197974221500.png,img_0_5_1542102197976174900.png
303,303,1542102201675,0.983378,-2.705394,-0.038781,0.222742,0.0,-0.0,-0.974877,-0.000939,-0.001111,-9.807092,-0.000151,-0.000188,0.009612,img_0_0_1542102202041408200.png,img_0_3_1542102202043946100.png,img_0_5_1542102202046684400.png
304,304,1542102218675,-1.253053,-2.547728,-0.038781,0.529941,-0.0,0.0,0.8480340000000001,-0.7417560000000001,0.002069,-9.799407,0.000204,-0.000177,0.000421,img_0_0_1542102218936376100.png,img_0_3_1542102218938891400.png,img_0_5_1542102218940817500.png
305,305,1542102235675,-2.539092,-1.413199,-0.038781,0.890633,-0.0,0.0,0.4547229999999999,0.001414,0.000488,-9.807705,0.000293,0.000226,-0.00804,img_0_0_1542102235781891700.png,img_0_3_1542102235783326500.png,img_0_5_1542102235784285200.png
306,306,1542102239675,-2.078014,-0.885015,-0.038781,0.910471,-0.0,0.0,0.413574,-0.00722,0.002937,-9.799073,3.7e-05,-6.4e-05,-0.006735,img_0_0_1542102239782194500.png,img_0_3_1542102239783681700.png,img_0_5_1542102239784882000.png
307,307,1542102247675,-1.750501,0.119838,-0.038781,0.355131,0.0,-0.0,-0.934816,-0.002688,0.0006,-9.80892,0.000273,0.000237,1.52014,img_0_0_1542102247808350300.png,img_0_3_1542102247809988500.png,img_0_5_1542102247811156500.png
308,308,1542102256675,-2.060507,-0.563816,-0.038781,0.8862629999999999,0.0,-0.0,-0.463183,-0.009734,0.00925,-9.807451,-0.000122,0.000216,0.632026,img_0_0_1542102257028514100.png,img_0_3_1542102257031018600.png,img_0_5_1542102257036999700.png
309,309,1542102261675,-1.563975,-1.637912,-0.038781,0.81325,0.0,-0.0,-0.581914,-0.006508,0.000684,-9.808093,1.6e-05,0.000133,0.001026,img_0_0_1542102261808157400.png,img_0_3_1542102261809693500.png,img_0_5_1542102261810644000.png
310,310,1542102287676,-2.593009,-2.538741,-0.038781,0.352654,0.0,-0.0,-0.935754,0.470268,-0.766421,-9.796765,-4e-05,5e-05,6.163838,img_0_0_1542102288085309700.png,img_0_3_1542102288086801500.png,img_0_5_1542102288087799200.png
311,311,1542102288676,-2.495577,-2.560209,-0.038781,0.993149,0.0,-0.0,-0.116852,0.001387,-0.002209,-9.806221,7.900000000000001e-05,0.000113,-1.613819,img_0_0_1542102288943554900.png,img_0_3_1542102288945063100.png,img_0_5_1542102288946227000.png
312,312,1542102296676,-1.040394,-1.152424,-0.038781,0.968948,-0.0,0.0,0.247263,0.476232,-0.191315,-9.799511,4.9e-05,-0.000166,0.674054,img_0_0_1542102297089004200.png,img_0_3_1542102297096286400.png,img_0_5_1542102297100263100.png
313,313,1542102328676,0.260881,-3.053274,-0.038781,0.2225,0.0,-0.0,-0.974933,0.00016299999999999998,-0.002239,-9.80083,1.5e-05,3.7e-05,0.000203,img_0_0_1542102328950968600.png,img_0_3_1542102328953343100.png,img_0_5_1542102328955276900.png
314,314,1542102337676,1.250137,-2.781825,-0.038781,0.959767,-0.0,0.0,0.280796,0.0027140000000000003,-0.004837,-9.812222,0.000215,7e-05,0.000212,img_0_0_1542102337873832900.png,img_0_3_1542102337877625600.png,img_0_5_1542102337878560600.png
315,315,1542102348676,2.647807,-1.857203,-0.038781,1.0,-0.0,0.0,0.00034700000000000003,-0.001092,0.0005110000000000001,-9.804062,-0.000105,-0.000157,0.01292,img_0_0_1542102349039476900.png,img_0_3_1542102349042184500.png,img_0_5_1542102349044327000.png
316,316,1542102351676,2.268828,-2.008724,-0.038781,0.745341,-0.0,0.0,0.666683,0.721801,0.532734,-9.808538,6.7e-05,-1.7e-05,-3.854903,img_0_0_1542102352097236800.png,img_0_3_1542102352100190600.png,img_0_5_1542102352102125000.png
317,317,1542102369676,1.572101,-0.146404,-0.038781,0.998616,0.0,-0.0,-0.052602,-0.6413439999999999,0.624966,-9.797635,9.1e-05,-1.5e-05,-1.925494,img_0_0_1542102369799541900.png,img_0_3_1542102369800866000.png,img_0_5_1542102369804459300.png
318,318,1542102373676,0.4456270000000001,-0.572964,-0.038781,0.180007,0.0,-0.0,-0.983665,-0.002449,-0.004741,-9.807727,-1e-06,0.00022200000000000006,2.6e-05,img_0_0_1542102373909827200.png,img_0_3_1542102373915329000.png,img_0_5_1542102373917273700.png
319,319,1542102377676,-0.6849430000000001,-1.001076,-0.038781,0.180005,0.0,-0.0,-0.983666,-0.010421,-0.002294,-9.806527,-0.000109,-0.00029,7.8e-05,img_0_0_1542102377802165100.png,img_0_3_1542102377806115100.png,img_0_5_1542102377807175600.png
320,320,1542102406676,1.628652,-1.941805,-0.038781,0.707212,-0.0,0.0,0.707001,-0.011025,-0.000483,-9.805708,7.900000000000001e-05,-0.000297,-0.005365999999999999,img_0_0_1542102407057977800.png,img_0_3_1542102407060319300.png,img_0_5_1542102407063468900.png
321,321,1542102407676,1.628652,-1.6419549999999998,-0.038781,0.7071109999999999,-0.0,0.0,0.7071029999999999,-0.000462,-0.003366,-9.80698,0.000134,-0.00022200000000000006,8.6e-05,img_0_0_1542102408073973200.png,img_0_3_1542102408078991900.png,img_0_5_1542102408080948400.png
322,322,1542102423676,-0.175421,-0.703212,-0.038781,0.053725,0.0,-0.0,-0.998556,-0.002902,0.000195,-9.813361,2.4e-05,6.2e-05,-7.000000000000002e-06,img_0_0_1542102423855586400.png,img_0_3_1542102423857226300.png,img_0_5_1542102423858227100.png
323,323,1542102428676,-0.606544,-0.818025,-0.038781,0.995933,0.0,-0.0,-0.090096,-0.006559000000000001,-0.011007,-9.801212,0.000288,0.000321,0.190711,img_0_0_1542102428939003900.png,img_0_3_1542102428940448500.png,img_0_5_1542102428941447800.png
324,324,1542102438676,-1.00297,-0.342493,-0.038781,0.985475,0.0,-0.0,-0.169821,-0.001196,-0.001567,-9.804294,-8.8e-05,6.2e-05,0.007465999999999999,img_0_0_1542102438917980100.png,img_0_3_1542102438920319600.png,img_0_5_1542102438922456500.png
325,325,1542102443676,0.419821,-0.848511,-0.038781,0.985441,0.0,-0.0,-0.17002,-0.008936,0.004061,-9.810168,0.000226,-0.000177,0.000123,img_0_0_1542102443830576600.png,img_0_3_1542102443834590800.png,img_0_5_1542102443835636900.png
326,326,1542102445676,0.985789,-1.049799,-0.038781,0.985441,0.0,-0.0,-0.17002,-0.0051990000000000005,0.003589,-9.802462,5.8e-05,-6.7e-05,0.000204,img_0_0_1542102445786133300.png,img_0_3_1542102445787703100.png,img_0_5_1542102445788753900.png
327,327,1542102460676,1.777477,-2.376271,-0.038781,0.79408,-0.0,0.0,0.607813,-0.001415,0.001341,-9.797603,-0.000108,-0.000138,-0.001259,img_0_0_1542102460850237600.png,img_0_3_1542102460851699100.png,img_0_5_1542102460852685600.png
328,328,1542102490676,-0.53265,-0.8665799999999999,-0.038781,0.999981,0.0,-0.0,-0.0060880000000000005,-0.005015,-0.001602,-9.805297,-3.5e-05,3.2e-05,-0.219064,img_0_0_1542102490970311600.png,img_0_3_1542102490971805400.png,img_0_5_1542102490972805200.png
329,329,1542102505676,-1.269318,-1.003673,-0.038781,0.362622,0.0,-0.0,-0.931936,9.5e-05,0.003119,-9.804176,3.4e-05,-0.000135,4.8e-05,img_0_0_1542102506049296400.png,img_0_3_1542102506053568700.png,img_0_5_1542102506055384400.png
330,330,1542102511676,-2.127898,-1.034276,-0.038781,0.439462,-0.0,0.0,0.8982610000000001,0.002518,0.003767,-9.803641,4.3e-05,-5.400000000000001e-05,-0.451101,img_0_0_1542102512065108300.png,img_0_3_1542102512070219100.png,img_0_5_1542102512072088100.png
331,331,1542102513676,-2.318363,-0.801319,-0.038781,0.99268,-0.0,0.0,0.120772,-0.047552,-0.879858,-9.803706,4.8e-05,-0.000134,4.510904,img_0_0_1542102513935131100.png,img_0_3_1542102513937523000.png,img_0_5_1542102513939369900.png
332,332,1542102533676,1.194549,-3.209738,-0.038781,0.851999,-0.0,0.0,0.523543,-0.0107,-0.000637,-9.805165,-1.7e-05,0.000108,-0.08365,img_0_0_1542102533921665900.png,img_0_3_1542102533924022800.png,img_0_5_1542102533925963900.png
333,333,1542102537676,1.6588580000000002,-2.144734,-0.038781,0.769688,-0.0,0.0,0.638421,0.301153,0.21525300000000006,-9.80845,0.000273,1.3e-05,-0.625368,img_0_0_1542102537912964400.png,img_0_3_1542102537917952800.png,img_0_5_1542102537919908800.png
